,date,venue_name,latitude,longitude,wdir,temp,maxt,visibility,wspd,cloudcover,mint,precip,snowdepth,dew,humidity,precipcover
71,2017-04-08,Guaranteed Rate Field,41.8300162,-87.63256264837347,191.25,12.0,19.2,9.9,18.1,57.2,4.1,0.0,0.0,-0.5,42.64,0.0
72,2017-04-08,Oriole Park at Camden Yards,39.28398230000001,-76.62249149865416,283.0,9.2,16.7,9.9,18.8,26.1,2.1,0.0,0.0,-5.0,39.91,0.0
73,2017-04-08,Globe Life Park in Arlington,32.7513904,-97.08347649984135,172.71,21.0,26.7,9.9,21.4,12.6,15.1,0.0,0.0,12.7,60.1,0.0
74,2017-04-08,Angel Stadium of Anaheim,33.8002599,-117.88174262759796,158.08,16.3,20.3,9.1,11.8,52.6,13.7,1.24,0.0,10.1,68.92,16.67
75,2017-04-08,Petco Park,32.70718815,-117.15687745290563,217.46,16.8,20.2,9.8,18.6,65.4,14.8,0.0,0.0,10.5,66.54,0.0
76,2017-04-08,Tropicana Field,27.7680559,-82.65327550461797,201.13,19.1,22.3,9.9,13.8,5.3,16.1,0.0,0.0,4.8,40.37,0.0
77,2017-04-08,Citizens Bank Park,39.90588575,-75.16541101747245,291.33,9.5,15.4,9.9,22.2,40.1,3.7,0.0,0.0,-6.8,34.26,0.0
78,2017-04-09,PNC Park,40.446925799999995,-80.00560626612204,166.54,12.7,22.1,9.7,11.3,18.8,2.0,0.0,0.0,-3.1,38.13,0.0
79,2017-04-09,Comerica Park,42.33915895,-83.04962481782741,193.88,14.8,22.9,11.1,20.4,11.3,7.1,0.0,0.0,2.9,46.49,0.0
80,2017-04-09,Miller Park,43.0280619,-87.97209586840819,194.54,18.8,22.8,9.9,20.4,71.3,13.8,0.0,0.0,8.9,52.72,0.0
81,2017-04-09,Busch Stadium,38.62255379999999,-90.19392193458769,168.46,20.9,27.3,9.9,21.4,19.9,14.3,0.0,0.0,10.2,50.99,0.0
82,2017-04-09,Chase Field,33.44548555,-112.06669283293144,260.87,21.5,26.6,9.9,21.5,45.1,16.0,0.0,0.0,-3.4,19.8,0.0
