,date,venue_name,new_venue,location,latitude,longitude
2703831,2018-08-21,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
2704089,2018-08-21,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
2704419,2018-08-21,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
2704698,2018-08-21,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
2704967,2018-08-21,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
2705284,2018-08-21,Guaranteed Rate Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
2705596,2018-08-21,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
2705996,2018-08-21,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
2706308,2018-08-21,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
2706569,2018-08-21,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
2706826,2018-08-21,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2707135,2018-08-21,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
2707387,2018-08-22,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
2707675,2018-08-22,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
2707922,2018-08-22,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
2708195,2018-08-22,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
2708511,2018-08-22,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
2708792,2018-08-22,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
2709123,2018-08-22,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
2709415,2018-08-22,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
2709687,2018-08-22,Guaranteed Rate Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
2710000,2018-08-22,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
2710326,2018-08-22,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
2710661,2018-08-22,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
2710932,2018-08-22,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
2711209,2018-08-22,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2711506,2018-08-22,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
2711800,2018-08-23,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
2712114,2018-08-23,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
2712407,2018-08-23,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
2712649,2018-08-23,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
2712937,2018-08-23,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
2713236,2018-08-23,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
2713538,2018-08-23,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
2713781,2018-08-23,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
2714062,2018-08-23,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
2714336,2018-08-24,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
2714626,2018-08-24,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
2714957,2018-08-24,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
2715283,2018-08-24,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
2715574,2018-08-24,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
2715882,2018-08-24,Angel Stadium,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
2716163,2018-08-24,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
2716509,2018-08-24,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
2716802,2018-08-24,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
2717084,2018-08-24,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
2717598,2018-08-24,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2717902,2018-08-24,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
2718167,2018-08-24,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
2718489,2018-08-24,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
2718841,2018-08-24,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
2719102,2018-08-25,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
2719387,2018-08-25,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
2719661,2018-08-25,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
2719933,2018-08-25,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
2720254,2018-08-25,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
2720523,2018-08-25,Angel Stadium,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
2720833,2018-08-25,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
2721444,2018-08-25,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
2721752,2018-08-25,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
2722026,2018-08-25,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
2722331,2018-08-25,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2722659,2018-08-25,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
2723044,2018-08-25,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
2723322,2018-08-25,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
2723623,2018-08-25,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
2723887,2018-08-26,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
2724205,2018-08-26,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
2724505,2018-08-26,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
2724789,2018-08-26,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
2725049,2018-08-26,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
2725376,2018-08-26,Angel Stadium,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
2725649,2018-08-26,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
2725982,2018-08-26,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
2726276,2018-08-26,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
2726604,2018-08-26,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
2726875,2018-08-26,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2727179,2018-08-26,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
2727442,2018-08-26,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
2727731,2018-08-26,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
2727982,2018-08-26,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
2728302,2018-08-27,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
2728558,2018-08-27,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
2728823,2018-08-27,Angel Stadium,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
2729145,2018-08-27,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
2729450,2018-08-27,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
2729742,2018-08-27,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
2730012,2018-08-27,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
2730313,2018-08-28,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
2730577,2018-08-28,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
2730858,2018-08-28,Angel Stadium,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
2731142,2018-08-28,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
2731375,2018-08-28,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
2731701,2018-08-28,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
2732035,2018-08-28,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
2732373,2018-08-28,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
2732654,2018-08-28,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
2733004,2018-08-28,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
2733289,2018-08-28,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
2733557,2018-08-28,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
2733775,2018-08-28,SunTrust Park,SunTrust Park,"Truist Park, 755, Battery Avenue Southeast, Atlanta, Cobb County, Georgia, 30339, United States",33.89070855,-84.46853422885837
2734051,2018-08-28,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
2734352,2018-08-28,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
2734661,2018-08-29,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
2734920,2018-08-29,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
2735192,2018-08-29,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
2735484,2018-08-29,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
2735752,2018-08-29,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
2736047,2018-08-29,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
2736418,2018-08-29,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
2736733,2018-08-29,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
2737068,2018-08-29,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
2737381,2018-08-29,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
2737667,2018-08-29,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
2737985,2018-08-29,SunTrust Park,SunTrust Park,"Truist Park, 755, Battery Avenue Southeast, Atlanta, Cobb County, Georgia, 30339, United States",33.89070855,-84.46853422885837
2738295,2018-08-29,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
2738617,2018-08-29,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
2738958,2018-08-30,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
2739255,2018-08-30,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2739557,2018-08-30,Guaranteed Rate Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
2739902,2018-08-30,SunTrust Park,SunTrust Park,"Truist Park, 755, Battery Avenue Southeast, Atlanta, Cobb County, Georgia, 30339, United States",33.89070855,-84.46853422885837
2740164,2018-08-30,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
2740523,2018-08-30,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
2740852,2018-08-30,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
2741145,2018-08-30,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
2741448,2018-08-30,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
2741718,2018-08-30,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
2741990,2018-08-31,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
2742295,2018-08-31,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2742525,2018-08-31,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
2742807,2018-08-31,Guaranteed Rate Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
2743084,2018-08-31,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
2743402,2018-08-31,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
2743722,2018-08-31,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
2743962,2018-08-31,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
2744265,2018-08-31,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
2744541,2018-08-31,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
2744901,2018-08-31,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
2745163,2018-08-31,SunTrust Park,SunTrust Park,"Truist Park, 755, Battery Avenue Southeast, Atlanta, Cobb County, Georgia, 30339, United States",33.89070855,-84.46853422885837
2745440,2018-08-31,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
2745738,2018-08-31,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
2745968,2018-08-31,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
2746284,2018-09-01,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
2746574,2018-09-01,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
2746851,2018-09-01,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
2747132,2018-09-01,Guaranteed Rate Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
2747411,2018-09-01,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
2747671,2018-09-01,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
2747963,2018-09-01,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
2748225,2018-09-01,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
