,date,venue_name,new_venue,location,latitude,longitude
744851,2016-04-15,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
745170,2016-04-15,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
745487,2016-04-15,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
745755,2016-04-15,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
746067,2016-04-15,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
746370,2016-04-16,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
746645,2016-04-16,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
747116,2016-04-16,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
747385,2016-04-16,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
747671,2016-04-16,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
747936,2016-04-16,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
748241,2016-04-16,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
748499,2016-04-16,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
748796,2016-04-16,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
749102,2016-04-16,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
749390,2016-04-16,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
749670,2016-04-16,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
750002,2016-04-16,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
750313,2016-04-16,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
750566,2016-04-16,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
750832,2016-04-17,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
751179,2016-04-17,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
751427,2016-04-17,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
751752,2016-04-17,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
752010,2016-04-17,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
752271,2016-04-17,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
752524,2016-04-17,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
752816,2016-04-17,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
753068,2016-04-17,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
753387,2016-04-17,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
753647,2016-04-17,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
753881,2016-04-17,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
754114,2016-04-17,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
754426,2016-04-17,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
754727,2016-04-18,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
755028,2016-04-18,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
755433,2016-04-18,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
755667,2016-04-18,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
755920,2016-04-18,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
756140,2016-04-18,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
756418,2016-04-18,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
756714,2016-04-18,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
756982,2016-04-19,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
757251,2016-04-19,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
757547,2016-04-19,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
757842,2016-04-19,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
758106,2016-04-19,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
758431,2016-04-19,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
758749,2016-04-19,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
759026,2016-04-19,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
759347,2016-04-19,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
759660,2016-04-19,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
759991,2016-04-19,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
760356,2016-04-19,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
760629,2016-04-19,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
760934,2016-04-19,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
761229,2016-04-19,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
761483,2016-04-20,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
761766,2016-04-20,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
762023,2016-04-20,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
762286,2016-04-20,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
762559,2016-04-20,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
762854,2016-04-20,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
763144,2016-04-20,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
763475,2016-04-20,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
763798,2016-04-20,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
764162,2016-04-20,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
764453,2016-04-20,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
764763,2016-04-20,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
765044,2016-04-20,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
765327,2016-04-20,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
765689,2016-04-20,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
765927,2016-04-21,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
